proto,sttl,dttl,dloss,Spkts,Dpkts,swin,dwin,smeansz,ct_state_ttl,ct_srv_src,ct_srv_dst,ct_src_dport_ltm,ct_dst_src_ltm,attack_cat,Label
1,62,252,16,20,38,255,255,55,1,1,1,1,1,3,1
0,254,0,0,2,0,0,0,57,2,22,22,18,22,1,1
0,254,0,0,2,0,0,0,57,2,39,39,16,39,1,1
1,31,29,16,44,46,255,255,63,0,4,9,1,1,0,0
0,60,0,0,2,0,0,0,132,0,39,39,14,39,0,0
0,254,0,0,2,0,0,0,57,2,28,28,6,28,1,1
1,31,29,21,54,56,255,255,61,0,4,11,1,1,0,0
0,254,0,0,2,0,0,0,57,2,14,14,14,14,1,1
1,31,29,4,16,18,255,255,96,0,5,7,3,3,0,0
0,254,0,0,2,0,0,0,57,2,12,12,11,12,1,1
1,31,29,15,50,52,255,255,56,0,16,16,16,18,0,0
1,31,29,7,26,26,255,255,181,0,15,14,1,4,0,0
1,31,29,4,12,12,255,255,89,0,7,3,1,1,0,0
0,31,29,0,2,2,0,0,73,0,2,1,1,1,0,0
0,254,0,0,2,0,0,0,57,2,26,26,13,26,1,1
1,62,252,9,20,22,255,255,56,1,1,1,1,1,3,1
0,254,0,0,2,0,0,0,57,2,10,10,10,10,1,1
1,31,29,370,302,746,255,255,54,0,1,3,1,1,0,0
1,31,29,5,14,18,255,255,120,0,3,2,1,2,0,0
1,254,252,1,10,6,255,255,111,1,1,1,1,1,3,1
1,62,252,17,20,38,255,255,54,1,1,1,1,1,3,1
1,254,252,1,10,6,255,255,206,1,4,2,1,1,2,1
0,60,0,0,2,0,0,0,132,0,27,27,15,27,0,0
0,60,0,0,2,0,0,0,132,0,35,35,23,35,0,0
1,31,29,4,12,12,255,255,86,0,3,5,1,1,0,0
1,254,252,1,10,6,255,255,63,1,1,1,1,1,8,1
0,60,0,0,2,0,0,0,132,0,37,37,37,37,0,0
0,254,0,0,2,0,0,0,84,2,3,1,1,1,5,1
1,254,252,1,10,8,255,255,53,1,1,1,1,1,2,1
44,254,0,0,2,0,0,0,100,2,4,4,2,4,2,1
0,254,0,0,2,0,0,0,57,2,34,34,34,34,1,1
0,60,0,0,2,0,0,0,132,0,41,41,15,41,0,0
0,254,0,0,2,0,0,0,57,2,43,43,43,43,1,1
1,31,29,42,96,98,255,255,57,0,5,6,1,2,0,0
0,254,0,0,2,0,0,0,57,2,15,15,15,15,1,1
1,31,29,7,28,30,255,255,163,0,3,7,1,3,0,0
32,254,0,0,2,0,0,0,90,2,4,3,4,3,3,1
0,254,0,0,2,0,0,0,57,2,16,16,16,19,1,1
0,31,29,0,2,2,0,0,73,0,5,1,3,3,0,0
0,254,0,0,2,0,0,0,57,2,34,34,34,34,1,1
1,31,29,6,22,24,255,255,93,0,3,6,1,2,0,0
0,31,29,0,4,4,0,0,134,0,12,27,2,4,0,0
0,254,0,0,2,0,0,0,57,2,37,37,23,37,1,1
1,254,252,1,10,6,255,255,82,1,2,1,1,1,5,1
1,31,29,5,12,18,255,255,132,0,1,2,1,1,0,0
0,254,0,0,2,0,0,0,57,2,34,34,14,34,1,1
0,31,29,0,2,2,0,0,73,0,1,1,1,1,0,0
1,31,29,17,70,62,255,255,178,0,1,1,1,1,0,0
0,31,29,0,2,2,0,0,73,0,1,2,1,1,0,0
0,254,0,0,2,0,0,0,84,2,1,1,1,1,5,1
7,254,0,0,2,0,0,0,100,2,5,5,2,5,1,1
13,254,0,0,82,0,0,0,64,2,1,1,1,1,3,1
0,254,0,0,2,0,0,0,57,2,14,14,14,14,1,1
0,254,0,0,2,0,0,0,57,2,21,21,18,21,1,1
1,31,29,5,14,18,255,255,120,0,1,2,1,1,0,0
1,31,29,42,96,98,255,255,57,0,2,5,1,1,0,0
1,31,29,4,16,18,255,255,80,0,2,11,1,1,0,0
1,31,29,21,54,56,255,255,61,0,11,5,1,1,0,0
1,31,29,390,438,858,255,255,56,0,6,9,2,6,0,0
1,62,252,2,10,10,255,255,81,1,2,1,2,1,3,1
1,254,252,1,10,8,255,255,55,1,4,5,1,4,2,1
0,254,0,0,2,0,0,0,57,2,39,39,28,39,1,1
0,254,0,0,2,0,0,0,57,2,24,24,24,24,1,1
0,254,0,0,2,0,0,0,57,2,39,39,22,39,1,1
1,31,29,13,38,40,255,255,64,0,4,2,1,1,0,0
0,31,29,0,2,2,0,0,65,0,4,4,1,1,0,0
1,31,29,1,14,6,255,255,638,0,17,12,1,3,0,0
1,62,252,126,46,256,255,255,67,1,1,1,1,1,1,1
0,254,0,0,2,0,0,0,57,2,39,39,22,39,1,1
0,254,0,0,2,0,0,0,57,2,31,31,13,31,1,1
1,31,29,5,24,20,255,255,90,0,1,8,1,1,0,0
1,31,29,2,6,8,255,255,53,0,2,2,1,3,0,0
0,31,29,0,4,4,0,0,142,0,8,6,1,3,0,0
1,31,29,8,52,42,255,255,718,0,1,1,1,1,0,0
1,31,29,30,74,72,255,255,59,0,7,9,1,1,0,0
0,254,0,0,2,0,0,0,57,2,27,27,20,27,1,1
0,254,0,0,2,0,0,0,57,2,36,36,36,36,1,1
0,31,29,0,2,2,0,0,65,0,5,1,4,2,0,0
1,31,29,14,40,42,255,255,64,0,6,5,1,1,0,0
1,31,29,7,32,24,255,255,117,0,2,1,1,1,0,0
1,31,29,10,32,34,255,255,66,0,4,4,1,1,0,0
0,254,0,0,2,0,0,0,57,2,39,39,17,39,1,1
1,31,29,15,42,44,255,255,63,0,3,5,1,3,0,0
0,254,0,0,2,0,0,0,57,2,32,32,22,32,1,1
0,254,0,0,2,0,0,0,57,2,51,51,12,51,1,1
0,254,0,0,2,0,0,0,57,2,18,18,6,18,1,1
0,254,0,0,2,0,0,0,57,2,34,34,15,34,1,1
40,254,0,0,2,0,0,0,100,2,4,4,2,4,4,1
0,254,0,0,2,0,0,0,57,2,45,45,24,45,1,1
1,31,29,36,84,86,255,255,58,0,10,6,1,1,0,0
1,31,29,27,66,68,255,255,59,0,2,1,1,1,0,0
65,254,0,0,2,0,0,0,100,2,6,6,2,6,4,1
1,31,29,16,44,46,255,255,63,0,9,15,1,1,0,0
1,31,29,390,452,858,255,255,56,0,20,13,2,2,0,0
1,31,29,14,40,42,255,255,64,0,5,1,1,1,0,0
1,62,252,9,20,22,255,255,54,1,2,1,1,2,3,1
1,62,252,44,22,92,255,255,78,1,2,1,1,1,1,1
0,254,0,0,2,0,0,0,57,2,45,45,12,45,1,1
1,31,29,2,6,8,255,255,53,0,3,3,1,4,0,0
1,31,29,4,16,18,255,255,96,0,18,17,6,7,0,0
1,31,29,1,14,6,255,255,638,0,3,3,1,4,0,0
0,254,0,0,2,0,0,0,57,2,45,45,29,45,1,1
0,254,0,0,2,0,0,0,57,2,37,37,19,37,1,1
0,31,29,0,2,2,0,0,73,0,2,3,2,3,0,0
0,254,0,0,2,0,0,0,57,2,41,41,26,41,1,1
1,31,29,2,6,8,255,255,53,0,2,2,1,2,0,0
0,31,29,0,2,2,0,0,73,0,5,5,2,1,0,0
0,60,0,0,2,0,0,0,132,0,15,15,13,15,0,0
1,31,29,15,52,54,255,255,56,0,1,1,1,6,0,0
0,254,0,0,2,0,0,0,57,2,21,21,4,21,1,1
0,254,0,0,2,0,0,0,57,2,32,32,22,32,1,1
0,254,0,0,2,0,0,0,57,2,39,39,22,39,1,1
1,254,252,1,10,6,255,255,53,1,9,5,2,5,2,1
0,31,29,0,2,2,0,0,73,0,4,3,2,1,0,0
0,254,0,0,2,0,0,0,57,2,15,15,15,15,1,1
0,254,0,0,2,0,0,0,57,2,22,22,12,22,1,1
1,254,252,1,10,8,255,255,80,1,2,2,1,1,5,1
0,254,0,0,2,0,0,0,57,2,35,35,24,35,1,1
1,31,29,28,68,70,255,255,59,0,4,8,1,1,0,0
0,60,0,0,2,0,0,0,132,0,41,41,19,41,0,0
0,60,0,0,2,0,0,0,132,0,38,38,19,38,0,0
3,254,0,0,2,0,0,0,100,2,12,12,4,14,3,1
1,31,29,4,16,18,255,255,96,0,6,12,2,2,0,0
1,31,29,4,22,14,255,255,67,0,5,7,1,2,0,0
1,31,29,24,60,62,255,255,60,0,10,9,1,2,0,0
0,254,0,0,2,0,0,0,57,2,27,27,25,27,1,1
1,62,252,17,12,38,255,255,45,1,1,1,1,1,3,1
0,31,29,0,2,2,0,0,73,0,1,3,1,2,0,0
1,31,29,14,40,42,255,255,64,0,7,12,1,1,0,0
1,31,29,39,90,92,255,255,57,0,7,1,1,2,0,0
1,31,29,36,84,86,255,255,58,0,3,1,1,1,0,0
1,31,29,4,16,18,255,255,96,0,9,7,6,6,0,0
0,254,0,0,2,0,0,0,52,2,5,4,1,4,2,1
0,254,0,0,2,0,0,0,57,2,10,10,3,3,1,1
0,254,0,0,2,0,0,0,57,2,35,35,13,35,1,1
0,254,0,0,2,0,0,0,57,2,23,23,5,23,1,1
0,254,0,0,2,0,0,0,57,2,33,33,20,33,1,1
0,31,29,0,4,4,0,0,128,0,4,9,1,4,0,0
0,31,29,0,2,2,0,0,65,0,4,5,2,2,0,0
1,254,252,1,10,6,255,255,143,1,10,5,2,5,2,1
0,254,0,0,2,0,0,0,57,2,37,37,15,37,1,1
1,31,29,197,238,438,255,255,57,0,6,5,1,1,0,0
0,254,0,0,2,0,0,0,57,2,26,26,17,26,1,1
1,254,252,1,10,6,255,255,149,1,1,1,1,1,1,1
1,31,29,7,28,30,255,255,156,0,3,8,1,3,0,0
1,62,252,8,20,20,255,255,49,1,1,1,1,1,3,1
0,254,0,0,2,0,0,0,57,2,12,12,12,12,1,1
0,31,29,0,2,2,0,0,65,0,5,1,2,2,0,0
1,254,252,1,10,8,255,255,124,1,1,1,1,1,3,1
1,31,29,8,52,40,255,255,717,0,1,1,1,1,0,0
0,254,0,0,2,0,0,0,57,2,9,9,9,9,1,1
1,31,29,4,22,14,255,255,67,0,13,9,2,5,0,0
1,31,29,4,16,18,255,255,96,0,8,9,8,5,0,0
1,31,29,197,226,438,255,255,58,0,12,7,3,4,0,0
1,31,29,4,10,12,255,255,53,0,3,3,1,4,0,0
0,254,0,0,2,0,0,0,57,2,28,28,22,28,1,1
0,254,0,0,2,0,0,0,57,2,18,17,18,18,1,1
41,254,0,0,2,0,0,0,100,2,3,3,2,3,3,1
70,254,0,0,2,0,0,0,100,2,15,12,4,4,6,1
0,254,0,0,2,0,0,0,57,2,23,23,14,23,1,1
1,254,252,1,10,8,255,255,56,1,1,1,1,1,5,1
1,31,29,2,6,8,255,255,53,0,3,3,1,4,0,0
1,31,29,7,18,18,255,255,236,0,4,6,1,4,0,0
0,31,29,0,2,2,0,0,65,0,2,1,1,3,0,0
0,254,0,0,2,0,0,0,57,2,20,20,20,21,1,1
0,254,0,0,2,0,0,0,57,2,25,25,24,25,1,1
0,254,0,0,2,0,0,0,57,2,25,25,25,25,1,1
0,254,0,0,2,0,0,0,57,2,27,27,11,27,1,1
0,254,0,0,2,0,0,0,57,2,32,32,20,32,1,1
0,60,0,0,2,0,0,0,132,0,41,41,41,41,0,0
0,31,29,0,4,4,0,0,134,0,6,6,1,3,0,0
105,254,0,0,2,0,0,0,100,2,3,3,2,3,4,1
0,31,29,0,4,4,0,0,142,0,9,13,2,3,0,0
1,62,252,2,8,8,255,255,46,1,1,1,1,2,3,1
0,254,0,0,2,0,0,0,57,2,36,36,9,36,1,1
1,31,29,32,122,126,255,255,64,0,7,4,1,1,0,0
3,254,0,0,2,0,0,0,100,2,2,2,2,2,3,1
0,254,0,0,2,0,0,0,57,2,32,32,18,34,1,1
0,254,0,0,2,0,0,0,57,2,21,21,11,22,1,1
0,254,0,0,2,0,0,0,57,2,19,19,19,19,1,1
1,254,252,1,10,6,255,255,109,1,2,1,1,1,3,1
0,254,0,0,2,0,0,0,57,2,18,18,18,18,1,1
0,254,0,0,2,0,0,0,57,2,24,24,24,24,1,1
1,31,29,15,52,54,255,255,56,0,1,1,1,2,0,0
0,254,0,0,2,0,0,0,57,2,25,25,17,25,1,1
3,254,0,0,2,0,0,0,100,2,8,8,2,13,3,1
0,254,0,0,2,0,0,0,57,2,16,16,4,4,1,1
0,31,29,0,2,2,0,0,73,0,1,3,1,2,0,0
1,31,29,22,56,60,255,255,61,0,10,4,1,1,0,0
0,60,0,0,2,0,0,0,132,0,22,22,22,22,0,0
0,254,0,0,2,0,0,0,57,2,33,33,17,33,1,1
1,31,29,32,122,126,255,255,64,0,2,1,1,3,0,0
0,254,0,0,2,0,0,0,57,2,41,41,18,41,1,1
55,254,0,0,2,0,0,0,100,2,6,6,1,6,3,1
1,31,29,5,12,18,255,255,132,0,17,8,1,1,0,0
0,31,29,0,4,4,0,0,142,0,6,9,1,3,0,0
0,31,29,0,2,2,0,0,73,0,1,3,1,2,0,0
1,31,29,22,58,56,255,255,60,0,5,5,1,3,0,0
3,254,0,0,2,0,0,0,100,2,4,4,3,4,1,1
69,254,0,0,2,0,0,0,100,2,1,1,1,1,5,1
0,31,29,0,2,2,0,0,66,0,2,2,1,1,0,0
1,31,29,26,64,66,255,255,59,0,10,7,1,3,0,0
1,31,29,7,18,18,255,255,210,0,5,10,1,4,0,0
0,31,29,0,4,4,0,0,142,0,7,3,1,3,0,0
1,62,252,9,20,22,255,255,47,1,1,1,1,1,3,1
0,31,29,0,2,2,0,0,66,0,6,1,3,1,0,0
0,60,0,0,2,0,0,0,132,0,34,34,22,34,0,0
1,31,29,16,44,44,255,255,63,0,4,7,1,1,0,0
0,254,0,0,2,0,0,0,57,2,31,31,31,31,1,1
0,254,0,0,2,0,0,0,57,2,40,40,27,40,1,1
1,31,29,2,6,8,255,255,53,0,3,3,1,5,0,0
1,62,252,12,24,28,255,255,47,1,1,1,1,1,3,1
0,31,29,0,2,2,0,0,73,0,5,2,2,1,0,0
0,254,0,0,2,0,0,0,57,2,34,34,34,34,1,1
1,31,29,18,48,50,255,255,62,0,5,1,1,2,0,0
1,31,29,14,40,42,255,255,64,0,4,4,1,2,0,0
1,31,29,197,220,438,255,255,58,0,9,13,2,2,0,0
1,254,252,1,10,8,255,255,56,1,2,1,1,1,5,1
0,254,0,0,2,0,0,0,57,2,15,15,3,15,1,1
1,31,29,2,6,8,255,255,53,0,7,10,1,5,0,0
1,31,29,8,54,42,255,255,701,0,1,1,1,3,0,0
0,254,0,0,2,0,0,0,57,2,16,16,16,16,1,1
1,31,29,30,72,74,255,255,59,0,10,3,1,2,0,0
1,31,29,21,54,56,255,255,61,0,12,7,1,1,0,0
0,254,0,0,2,0,0,0,52,2,2,1,1,1,2,1
1,31,29,36,84,86,255,255,58,0,4,5,1,1,0,0
1,254,252,1,10,6,255,255,99,1,1,2,1,1,3,1
0,60,0,0,2,0,0,0,132,0,13,13,13,13,0,0
0,254,0,0,2,0,0,0,39,2,20,10,2,2,2,1
0,254,0,0,2,0,0,0,57,2,36,36,18,36,1,1
3,254,0,0,2,0,0,0,100,2,3,3,2,5,4,1
0,254,0,0,2,0,0,0,57,2,24,24,24,24,1,1
0,254,0,0,2,0,0,0,57,2,33,33,13,33,1,1
1,254,252,4,32,18,255,255,578,1,4,5,1,1,2,1
1,31,29,1,14,6,255,255,638,0,3,3,1,5,0,0
0,254,0,0,2,0,0,0,57,2,17,17,17,17,1,1
0,60,0,0,2,0,0,0,132,0,8,8,8,8,0,0
1,31,29,1,14,8,255,255,638,0,3,3,1,3,0,0
1,31,29,28,68,70,255,255,59,0,2,1,1,1,0,0
1,62,252,3,10,10,255,255,76,1,1,1,1,2,3,1
0,254,0,0,2,0,0,0,57,2,24,24,13,24,1,1
0,254,0,0,2,0,0,0,57,2,37,37,33,37,1,1
0,60,0,0,2,0,0,0,132,0,37,37,5,37,0,0
1,254,252,1,10,6,255,255,89,1,1,3,1,1,3,1
109,254,0,0,2,0,0,0,90,2,10,10,9,10,3,1
1,31,29,197,224,438,255,255,58,0,13,9,5,7,0,0
0,254,0,0,2,0,0,0,57,2,14,14,8,14,1,1
1,62,252,9,22,22,255,255,53,1,1,1,1,1,3,1
0,254,0,0,2,0,0,0,57,2,44,44,44,44,1,1
0,60,0,0,2,0,0,0,132,0,17,17,12,17,0,0
0,254,0,0,2,0,0,0,57,2,32,32,25,32,1,1
1,31,29,5,14,18,255,255,120,0,3,2,2,1,0,0
1,31,29,27,66,68,255,255,59,0,13,8,1,1,0,0
0,254,0,0,2,0,0,0,57,2,29,29,13,29,1,1
3,254,0,0,2,0,0,0,100,2,10,10,3,11,4,1
1,31,29,7,18,18,255,255,249,0,7,5,1,3,0,0
0,31,29,0,4,4,0,0,132,0,15,13,1,3,0,0
1,62,252,2,10,8,255,255,84,1,1,1,1,1,3,1
1,31,29,2,6,8,255,255,53,0,2,5,1,3,0,0
0,31,29,0,2,2,0,0,73,0,3,4,2,2,0,0
0,254,0,0,2,0,0,0,57,2,43,43,43,43,1,1
0,254,0,0,2,0,0,0,57,2,17,17,17,17,1,1
1,254,252,3,12,10,255,255,149,1,1,1,1,1,4,1
1,62,252,2,10,8,255,255,72,1,4,4,1,1,3,1
0,31,29,0,2,2,0,0,65,0,4,3,1,2,0,0
1,31,29,15,44,44,255,255,63,0,8,3,1,1,0,0
3,254,0,0,2,0,0,0,100,2,2,2,2,2,3,1
0,31,29,0,2,2,0,0,65,0,2,4,1,3,0,0
0,31,29,0,2,2,0,0,73,0,2,2,1,2,0,0
1,31,29,2,6,8,255,255,53,0,3,3,1,4,0,0
0,60,0,0,2,0,0,0,132,0,26,26,2,26,0,0
0,31,29,0,2,2,0,0,73,0,1,1,1,1,0,0
1,31,29,12,36,38,255,255,65,0,4,4,1,1,0,0
0,254,0,0,2,0,0,0,57,2,36,36,14,36,1,1
0,254,0,0,2,0,0,0,57,2,20,20,20,20,1,1
0,254,0,0,2,0,0,0,57,2,34,34,34,34,1,1
1,31,29,37,54,90,255,255,67,0,6,5,2,2,0,0
0,31,29,0,2,2,0,0,73,0,3,5,3,2,0,0
0,31,29,0,2,2,0,0,73,0,4,2,2,2,0,0
12,254,0,0,2,0,0,0,76,2,1,1,1,1,3,1
1,254,252,1,10,8,255,255,76,1,7,7,1,1,2,1
1,31,29,370,356,746,255,255,53,0,4,3,1,1,0,0
1,62,252,8,24,20,255,255,167,1,1,1,1,1,3,1
1,31,29,8,52,42,255,255,723,0,1,1,1,1,0,0
0,254,0,0,2,0,0,0,57,2,27,27,9,27,1,1
1,31,29,6,22,24,255,255,93,0,3,3,1,2,0,0
1,31,29,7,24,26,255,255,85,0,3,4,1,1,0,0
1,254,252,1,10,8,255,255,62,1,3,2,1,1,2,1
0,254,0,0,2,0,0,0,57,2,44,44,24,44,1,1
1,31,29,6,24,24,255,255,90,0,1,9,1,1,0,0
1,31,29,5,12,18,255,255,132,0,1,1,1,1,0,0
1,31,29,39,90,92,255,255,57,0,5,1,1,1,0,0
0,254,0,0,2,0,0,0,57,2,13,13,9,13,1,1
0,254,0,0,2,0,0,0,57,2,18,18,8,18,1,1
0,254,0,0,2,0,0,0,57,2,35,35,32,35,1,1
0,254,0,0,2,0,0,0,57,2,45,45,39,45,1,1
0,254,0,0,2,0,0,0,57,2,12,12,12,12,1,1
1,31,29,2,6,8,255,255,53,0,4,4,1,2,0,0
0,60,0,0,2,0,0,0,132,0,27,27,18,27,0,0
0,254,0,0,2,0,0,0,57,2,26,26,16,26,1,1
1,31,29,8,54,42,255,255,704,0,1,1,1,3,0,0
0,31,29,0,2,2,0,0,73,0,3,1,2,1,0,0
1,31,29,17,48,46,255,255,62,0,3,2,1,1,0,0
1,254,252,1,10,8,255,255,126,1,1,1,1,1,1,1
0,254,0,0,2,0,0,0,57,2,35,35,13,35,1,1
1,62,252,2,8,8,255,255,46,1,1,1,1,2,3,1
1,31,29,1,14,6,255,255,638,0,6,6,1,4,0,0
1,31,29,7,18,18,255,255,259,0,8,5,1,3,0,0
1,31,29,18,48,50,255,255,62,0,4,13,1,1,0,0
0,254,0,0,2,0,0,0,57,2,23,23,23,23,1,1
0,31,29,0,4,4,0,0,136,0,4,10,1,2,0,0
1,31,29,28,68,70,255,255,59,0,9,2,1,2,0,0
0,31,29,0,4,4,0,0,134,0,4,6,1,3,0,0
0,254,0,0,2,0,0,0,57,2,28,28,20,28,1,1
1,31,29,4,14,16,255,255,83,0,5,9,1,1,0,0
0,254,0,0,2,0,0,0,57,2,34,34,18,34,1,1
1,31,29,6,34,28,255,255,144,0,13,8,1,1,0,0
0,254,0,0,2,0,0,0,57,2,24,24,24,24,1,1
95,254,0,0,2,0,0,0,100,2,6,6,2,6,5,1
1,31,29,18,48,50,255,255,62,0,5,1,1,1,0,0
1,254,252,11,28,26,255,255,147,1,1,1,1,1,3,1
3,254,0,0,2,0,0,0,100,2,3,3,2,3,3,1
1,31,29,6,24,24,255,255,90,0,7,3,1,1,0,0
0,31,29,0,2,2,0,0,73,0,3,4,2,2,0,0
0,254,0,0,2,0,0,0,57,2,31,31,7,31,1,1
0,254,0,0,2,0,0,0,57,2,33,33,16,33,1,1
1,254,252,1,10,6,255,255,53,1,3,3,1,3,0,0
0,31,29,0,4,4,0,0,132,0,9,14,1,1,0,0
1,31,29,8,52,42,255,255,717,0,1,2,1,1,0,0
1,31,29,4,16,18,255,255,96,0,11,17,4,4,0,0
0,254,0,0,2,0,0,0,57,2,14,14,14,14,1,1
0,31,29,0,2,2,0,0,73,0,3,1,3,1,0,0
24,254,0,0,2,0,0,0,100,2,4,4,1,4,3,1
0,254,0,0,2,0,0,0,57,2,15,15,15,15,1,1
1,31,29,4,16,18,255,255,80,0,9,12,2,2,0,0
1,31,29,32,122,126,255,255,64,0,6,10,1,6,0,0
0,31,29,0,4,4,0,0,132,0,4,6,1,4,0,0
0,254,0,0,2,0,0,0,57,2,30,30,18,30,1,1
1,31,29,15,52,54,255,255,56,0,1,1,1,2,0,0
0,64,0,0,2,0,0,0,252,0,31,31,31,31,0,0
1,31,29,36,84,86,255,255,58,0,4,2,1,2,0,0
0,254,0,0,2,0,0,0,57,2,29,29,16,29,1,1
0,31,29,0,2,2,0,0,73,0,1,1,1,3,0,0
1,254,252,1,10,6,255,255,82,1,1,1,1,1,3,1
0,254,0,0,2,0,0,0,57,2,34,34,22,34,1,1
1,31,29,14,40,42,255,255,64,0,4,7,1,1,0,0
1,31,29,30,74,74,255,255,59,0,6,2,1,1,0,0
0,31,29,0,4,4,0,0,142,0,10,8,2,2,0,0
1,31,29,13,38,40,255,255,64,0,6,4,1,2,0,0
0,60,0,0,2,0,0,0,132,0,26,26,16,26,0,0
0,254,0,0,2,0,0,0,57,2,46,46,22,46,1,1
1,31,29,6,22,24,255,255,93,0,2,2,1,2,0,0
0,254,0,0,2,0,0,0,57,2,39,39,33,39,1,1
12,254,0,0,2,0,0,0,39,2,1,1,1,1,4,1
0,254,0,0,2,0,0,0,57,2,29,29,12,29,1,1
1,254,252,2,14,8,255,255,79,1,4,1,1,1,2,1
1,31,29,12,36,38,255,255,65,0,3,4,1,1,0,0
13,254,0,0,2,0,0,0,100,2,3,3,2,3,4,1
1,254,252,3,14,10,255,255,55,1,3,3,1,3,0,0
0,31,29,0,2,2,0,0,66,0,2,4,1,1,0,0
1,31,29,24,60,62,255,255,60,0,5,3,1,2,0,0
0,254,0,0,2,0,0,0,57,2,33,33,17,33,1,1
1,254,252,1,10,8,255,255,56,1,1,1,1,1,5,1
0,60,0,0,2,0,0,0,132,0,35,35,23,35,0,0
0,32,0,0,1,0,0,0,73,0,3,3,1,1,0,0
37,254,0,0,2,0,0,0,100,2,13,13,4,13,4,1
1,31,29,17,46,48,255,255,62,0,2,1,1,2,0,0
1,254,252,1,10,6,255,255,53,1,5,5,3,5,2,1
1,31,29,5,14,18,255,255,120,0,2,2,2,1,0,0
1,31,29,44,62,106,255,255,66,0,9,14,3,5,0,0
1,31,29,5,12,18,255,255,132,0,1,1,1,4,0,0
1,31,29,22,56,58,255,255,61,0,3,2,1,2,0,0
0,254,0,0,2,0,0,0,57,2,30,30,30,30,1,1
0,254,0,0,2,0,0,0,57,2,29,29,17,29,1,1
0,254,0,0,2,0,0,0,57,2,29,29,16,29,1,1
0,31,29,0,2,2,0,0,73,0,5,2,1,2,0,0
0,254,0,0,2,0,0,0,84,2,1,1,1,2,5,1
1,31,29,4,12,12,255,255,86,0,6,2,1,1,0,0
0,254,0,0,2,0,0,0,57,2,16,16,16,16,1,1
1,31,0,0,2,0,255,0,52,0,5,6,1,3,0,0
1,31,29,2,6,8,255,255,53,0,9,3,2,3,0,0
0,60,0,0,2,0,0,0,132,0,37,37,26,37,0,0
1,31,29,7,28,30,255,255,161,0,10,8,1,2,0,0
12,254,0,0,2,0,0,0,276,2,2,2,2,2,3,1
0,254,0,0,2,0,0,0,57,2,28,28,28,28,1,1
1,31,29,1,14,6,255,255,638,0,2,2,1,3,0,0
3,254,0,0,2,0,0,0,100,2,2,2,1,2,4,1
1,31,29,12,36,38,255,255,65,0,6,5,1,1,0,0
0,254,0,0,2,0,0,0,57,2,14,14,9,14,1,1
0,254,0,0,2,0,0,0,57,2,29,29,18,29,1,1
0,60,0,0,2,0,0,0,132,0,10,10,10,10,0,0
0,254,0,0,2,0,0,0,57,2,36,36,17,36,1,1
0,254,0,0,2,0,0,0,57,2,46,46,35,46,1,1
1,62,252,3,14,12,255,255,102,1,1,1,1,1,3,1
0,31,29,0,2,2,0,0,73,0,1,3,1,1,0,0
0,60,0,0,2,0,0,0,132,0,44,44,38,44,0,0
1,31,29,15,52,54,255,255,56,0,1,1,1,5,0,0
0,254,0,0,2,0,0,0,57,2,34,34,34,34,1,1
1,31,29,14,40,42,255,255,64,0,5,4,1,1,0,0
0,31,29,0,2,2,0,0,73,0,4,5,1,1,0,0
1,31,29,7,18,18,255,255,250,0,9,5,1,4,0,0
0,60,0,0,2,0,0,0,132,0,33,33,22,33,0,0
1,31,29,18,48,50,255,255,62,0,9,6,1,3,0,0
0,254,0,0,2,0,0,0,57,2,25,25,25,25,1,1
0,254,0,0,2,0,0,0,57,2,16,16,16,16,1,1
1,31,29,370,360,746,255,255,53,0,3,1,2,3,0,0
1,31,29,4,22,14,255,255,67,0,9,5,2,1,0,0
0,31,29,0,4,4,0,0,142,0,7,4,1,2,0,0
0,254,0,0,2,0,0,0,57,2,43,43,27,43,1,1
67,254,0,0,2,0,0,0,100,2,14,14,6,6,3,1
0,254,0,0,2,0,0,0,57,2,18,18,16,18,1,1
0,254,0,0,2,0,0,0,57,2,23,23,18,23,1,1
1,31,29,4,16,18,255,255,96,0,26,8,8,4,0,0
3,254,0,0,2,0,0,0,100,2,6,6,3,6,4,1
0,254,0,0,2,0,0,0,57,2,35,35,20,35,1,1
1,31,29,4,12,12,255,255,86,0,4,3,1,2,0,0
0,254,0,0,2,0,0,0,52,2,5,5,2,5,2,1
1,31,29,1,14,6,255,255,638,0,3,5,1,4,0,0
0,31,29,0,2,2,0,0,65,0,1,3,1,1,0,0
0,254,0,0,2,0,0,0,57,2,26,26,14,26,1,1
1,31,29,6,22,24,255,255,93,0,9,7,1,2,0,0
0,254,0,0,2,0,0,0,57,2,33,33,13,33,1,1
1,31,29,5,14,18,255,255,120,0,1,1,1,1,0,0
0,254,0,0,2,0,0,0,57,2,16,16,9,16,1,1
0,254,0,0,2,0,0,0,57,2,21,21,16,21,1,1
3,254,0,0,2,0,0,0,100,2,2,2,1,2,4,1
0,31,29,0,4,4,0,0,130,0,3,7,1,2,0,0
0,31,29,0,2,2,0,0,73,0,3,3,1,1,0,0
0,254,0,0,2,0,0,0,57,2,42,42,5,42,1,1
1,31,29,17,46,48,255,255,62,0,8,7,1,1,0,0
0,254,0,0,2,0,0,0,57,2,35,35,22,35,1,1
0,254,0,0,2,0,0,0,57,2,39,39,21,40,1,1
0,254,0,0,2,0,0,0,57,2,27,27,22,27,1,1
0,254,0,0,2,0,0,0,57,2,18,18,18,18,1,1
